Time,Signal,Noisy_signal
0.000000000000000000e+00,1.000000000000000000e+00,1.882026172983831902e+00
1.001001001001000992e-02,9.995055720856215187e-01,1.199584176269233193e+00
2.002002002002001985e-02,9.980227772604111092e-01,1.487391769313280765e+00
3.003003003003002977e-02,9.955530817946746103e-01,2.115999681395403620e+00
4.004004004004003969e-02,9.920989278611684892e-01,1.925877922936152231e+00
5.005005005005004615e-02,9.876637311201432734e-01,4.990247911819377657e-01
6.006006006006005954e-02,9.822518773417481253e-01,1.457296086104542754e+00
7.007007007007007293e-02,9.758687180691361096e-01,9.001901139202871382e-01
8.008008008008007939e-02,9.685205653265598347e-01,9.169111394297808637e-01
9.009009009009008584e-02,9.602146853776895030e-01,1.165513936346875612e+00
1.001001001001000923e-01,9.509592915403253244e-01,1.022981077120764359e+00
1.101101101101101126e-01,9.407635360646109390e-01,1.667900289546098591e+00
1.201201201201201191e-01,9.296375010827770957e-01,1.310156363656273859e+00
1.301301301301301394e-01,9.175921886393665350e-01,9.784296968857807419e-01
1.401401401401401459e-01,9.046395098117980815e-01,1.126571126184510829e+00
1.501501501501501523e-01,8.907922729320283395e-01,1.057629436619161645e+00
1.601601601601601588e-01,8.760641709209582295e-01,1.623103707499761406e+00
1.701701701701701652e-01,8.604697677481076834e-01,7.578906358652072184e-01
1.801801801801801717e-01,8.440244840299503393e-01,1.000558334855401021e+00
1.901901901901901781e-01,8.267445817811464037e-01,3.996967121302840154e-01
2.002002002002001846e-01,8.086471483337550614e-01,-4.678477595832842839e-01
2.102102102102102188e-01,7.897500794403260471e-01,1.116559377160506461e+00
2.202202202202202252e-01,7.700720615775812350e-01,1.202290161007334213e+00
2.302302302302302317e-01,7.496325534681825831e-01,3.785500432649616109e-01
2.402402402402402382e-01,7.284517668388609257e-01,1.863329078832664631e+00
2.502502502502502724e-01,7.065506464339323944e-01,-2.063219086544998415e-02
2.602602602602602788e-01,6.839508493039655468e-01,7.068301079546885912e-01
2.702702702702702853e-01,6.606747233900814864e-01,5.670827983771646874e-01
2.802802802802802917e-01,6.367452854250605920e-01,1.403134892604289252e+00
2.902902902902902982e-01,6.121861981731135938e-01,1.346865583123256105e+00
3.003003003003003046e-01,5.870217470308185526e-01,6.644954598792767175e-01
3.103103103103103111e-01,5.612768160123651207e-01,7.503580758134519302e-01
3.203203203203203175e-01,5.349768631428517551e-01,9.108398932779537827e-02
3.303303303303303240e-01,5.081478952839693086e-01,-4.822503388279941738e-01
3.403403403403403304e-01,4.808164424169648066e-01,3.068603677538884744e-01
3.503503503503503369e-01,4.530095314083142366e-01,5.311840159603042899e-01
3.603603603603603434e-01,4.247546592840479307e-01,1.039899999647908357e+00
3.703703703703703498e-01,3.960797660391568997e-01,9.972696904313624877e-01
3.803803803803803563e-01,3.670132070089653920e-01,1.733497983049892555e-01
3.903903903903903627e-01,3.375837248297924864e-01,1.864323495421247034e-01
4.004004004004003692e-01,3.078204210166279320e-01,-2.164560615169183744e-01
4.104104104104104311e-01,2.777527271859304703e-01,-4.322562414035571177e-01
4.204204204204204376e-01,2.474103759520025203e-01,-6.057247193605037605e-01
4.304304304304304440e-01,2.168233715257192329e-01,1.192211069141614121e+00
4.404404404404404505e-01,1.860219600446920141e-01,-6.880413083113473549e-02
4.504504504504504570e-01,1.550365996641978050e-01,-6.400055114139538426e-02
4.604604604604604634e-01,1.238979304384552199e-01,-5.024997495865078934e-01
4.704704704704704699e-01,9.263674402202741465e-02,4.813819219379824599e-01
4.804804804804804763e-01,6.128395322131637707e-02,-7.456649705576593457e-01
4.904904904904904828e-01,2.987056142625316851e-02,-7.649957868073117839e-02
5.005005005005005447e-01,-1.572368047584636087e-03,-4.493056486444224618e-01
5.105105105105105512e-01,-3.301374267611363600e-02,1.604375062535173813e-01
5.205205205205205576e-01,-6.442247147276827790e-02,-3.198250402572048179e-01
5.305305305305305641e-01,-9.576749573300391560e-02,-6.860835877942099703e-01
5.405405405405405705e-01,-1.270178197468787573e-01,-1.411089339162061862e-01
5.505505505505505770e-01,-1.581425414493408677e-01,5.602339381586796119e-02
5.605605605605605835e-01,-1.891108829779163947e-01,-1.558522717863324580e-01
5.705705705705705899e-01,-2.198922211075775845e-01,-6.865627223768688836e-02
5.805805805805805964e-01,-2.504561175326984745e-01,-5.676171643731802163e-01
5.905905905905906028e-01,-2.807723489661493321e-01,-4.621429319597183949e-01
6.006006006006006093e-01,-3.108109370257712278e-01,-6.470411609137467490e-01
6.106106106106106157e-01,-3.405421778786735243e-01,-5.203187586489441685e-01
6.206206206206206222e-01,-3.699366716140431444e-01,-7.765098126362701692e-01
6.306306306306306286e-01,-3.989653513154163278e-01,-1.262106652481254754e+00
6.406406406406406351e-01,-4.275995118036689524e-01,-3.388864406767925219e-01
6.506506506506506415e-01,-4.558108380223012679e-01,-6.567013061264321827e-01
6.606606606606606480e-01,-4.835714330369442759e-01,-1.298670606519966686e+00
6.706706706706706544e-01,-5.108538456214083423e-01,-2.794627178585212812e-01
6.806806806806806609e-01,-5.376310974029872014e-01,-9.912802795946082934e-01
6.906906906906906674e-01,-5.638767095401776563e-01,-5.379040116421082152e-01
7.007007007007006738e-01,-5.895647289064390728e-01,-2.250194478176706370e-01
7.107107107107106803e-01,-6.146697537540922740e-01,-5.501782983753868983e-01
7.207207207207206867e-01,-6.391669588329846885e-01,-6.946661656133434892e-02
7.307307307307306932e-01,-6.630321199390866171e-01,-1.280445030115912930e+00
7.407407407407406996e-01,-6.862416378687334895e-01,-4.850708172799589879e-01
7.507507507507507061e-01,-7.087725617548380486e-01,-1.051177607224994759e+00
7.607607607607607125e-01,-7.306026117619885962e-01,-1.166001186352929597e+00
7.707707707707707190e-01,-7.517102011179930265e-01,-1.041135033500200757e+00
7.807807807807807254e-01,-7.720744574600858501e-01,-9.278507235237721806e-01
7.907907907907907319e-01,-7.916752434746852085e-01,-7.635925723598124826e-01
8.008008008008007383e-01,-8.104931768102917600e-01,-1.393068097201970001e+00
8.108108108108108558e-01,-8.285096492438420723e-01,-3.780964057667485223e-01
8.208208208208208623e-01,-8.457068450815561356e-01,-6.128756252163262142e-01
8.308308308308308687e-01,-8.620677587760914307e-01,-1.630189601914703301e+00
8.408408408408408752e-01,-8.775762117425774944e-01,-1.334501148447776453e-01
8.508508508508508816e-01,-8.922168683569038361e-01,5.572771965838774211e-02
8.608608608608608881e-01,-9.059752511204398617e-01,-3.165854655406145080e-01
8.708708708708708945e-01,-9.188377549761961305e-01,-1.008800172882371671e+00
8.808808808808809010e-01,-9.307916607622620520e-01,-1.466167971517533308e+00
8.908908908908909074e-01,-9.418251477892247703e-01,-4.145992843236564473e-01
9.009009009009009139e-01,-9.519273055291265218e-01,-1.153515779015716447e+00
9.109109109109109204e-01,-9.610881444044027111e-01,-3.498656092131889883e-01
9.209209209209209268e-01,-9.692986056661354599e-01,-8.651611166277053400e-01
9.309309309309309333e-01,-9.765505703518493341e-01,-4.882310521099929579e-01
9.409409409409409397e-01,-9.828368673139947775e-01,-8.046536687267937804e-01
9.509509509509509462e-01,-9.881512803111796028e-01,-6.348646962152055817e-01
9.609609609609609526e-01,-9.924885541551350387e-01,-9.872385437947247544e-01
9.709709709709709591e-01,-9.958443999073396391e-01,-1.029091529544220451e-01
9.809809809809809655e-01,-9.982154991201608318e-01,-9.347594527683509291e-01
9.909909909909909720e-01,-9.995995071183215730e-01,-7.986048253959707743e-01
1.001001001001001089e+00,-9.999950553174459245e-01,-5.841970678931873717e-02
1.011011011011011096e+00,-9.994017525773912780e-01,-1.673281283148614573e+00
1.021021021021021102e+00,-9.978201855890307392e-01,-1.633062684831897649e+00
1.031031031031031109e+00,-9.952519182940990916e-01,-5.105535642150935693e-01
1.041041041041041115e+00,-9.916994903386807669e-01,-1.578261192895760612e+00
1.051051051051051122e+00,-9.871664145618657127e-01,-1.535582173721938837e-02
1.061061061061061128e+00,-9.816571735220581685e-01,-1.188466663901931897e+00
1.071071071071071135e+00,-9.751772150643721604e-01,-1.348904620784751041e+00
1.081081081081081141e+00,-9.677329469334988721e-01,-6.261933693306520610e-03
1.091091091091091148e+00,-9.593317304373701893e-01,-2.190743347201580260e-01
1.101101101101101154e+00,-9.499818731678869588e-01,-1.620239295460201845e-02
1.111111111111111160e+00,-9.396926207859084279e-01,-4.866702916482157915e-01
1.121121121121121167e+00,-9.284741478786255886e-01,-1.359086990405976803e+00
1.131131131131131173e+00,-9.163375478983630806e-01,3.869492865115375935e-02
1.141141141141141180e+00,-9.032948221927523669e-01,-1.037296507668442613e+00
1.151151151151151186e+00,-8.893588681371302762e-01,-4.881306702389326957e-01
1.161161161161161193e+00,-8.745434663808943077e-01,-4.009174824940203163e-01
1.171171171171171199e+00,-8.588632672204261631e-01,-9.363683137658432853e-01
1.181181181181181206e+00,-8.423337761120617273e-01,-5.352940909390215829e-01
1.191191191191191212e+00,-8.249713383394302602e-01,-3.638680025561668585e-01
1.201201201201201219e+00,-8.067931228503242291e-01,-6.185803572725094845e-01
1.211211211211211225e+00,-7.878171052790867712e-01,-1.337517500571184126e+00
1.221221221221221231e+00,-7.680620501712998038e-01,-6.189429630682717898e-01
1.231231231231231238e+00,-7.475474924283534994e-01,-8.435454408483833433e-02
1.241241241241241244e+00,-7.262937179902472229e-01,-1.073577647855930017e+00
1.251251251251251251e+00,-7.043217437757166577e-01,-7.791390139395519832e-01
1.261261261261261257e+00,-6.816532968995329123e-01,-8.992300727603516064e-01
1.271271271271271264e+00,-6.583107931875189500e-01,2.663210710521519697e-01
1.281281281281281270e+00,-6.343173150105280156e-01,-2.981699365043102845e-01
1.291291291291291277e+00,-6.096965884593070761e-01,-4.059656703387518606e-01
1.301301301301301283e+00,-5.844729598828148909e-01,-9.694309971054730912e-01
1.311311311311311290e+00,-5.586713718131924855e-01,-2.890467761672838587e-01
1.321321321321321296e+00,-5.323173383011922111e-01,-8.694836686298802464e-01
1.331331331331331302e+00,-5.054369196864644254e-01,-4.895216405492888168e-01
1.341341341341341309e+00,-4.780566968276365736e-01,-7.959797360170770553e-01
1.351351351351351315e+00,-4.502037448176736123e-01,-1.119870973444237472e-01
1.361361361361361322e+00,-4.219056062105194238e-01,-1.336101979030489550e-01
1.371371371371371328e+00,-3.931902637854796101e-01,-4.973396415744770760e-01
1.381381381381381335e+00,-3.640861128762841736e-01,-1.660827565454615351e-01
1.391391391391391341e+00,-3.346219332922015788e-01,-8.811526876574544698e-01
1.401401401401401348e+00,-3.048268608589539408e-01,-1.050455657211756710e+00
1.411411411411411354e+00,-2.747303586075833248e-01,-5.503450797531486693e-02
1.421421421421421361e+00,-2.443621876397671921e-01,-1.610254399535026582e-01
1.431431431431431367e+00,-2.137523776983756285e-01,1.037633407476775682e-01
1.441441441441441373e+00,-1.829311974723872580e-01,1.008641189959583739e+00
1.451451451451451380e+00,-1.519291246655159466e-01,3.203106188296909740e-01
1.461461461461461386e+00,-1.207768158581612045e-01,-5.771879285802404835e-01
1.471471471471471393e+00,-8.950507619246729496e-02,4.690030678554591992e-01
1.481481481481481399e+00,-5.814482891047623864e-02,-7.160985341662368109e-01
1.491491491491491406e+00,-2.672708477550498826e-02,-2.575193871828594938e-01
1.501501501501501412e+00,4.717088593031312782e-03,-2.940371406928430492e-02
1.511511511511511419e+00,3.615659744101851897e-02,8.928279582657018265e-01
1.521521521521521425e+00,6.756035262687816456e-02,-3.048170583973418002e-01
1.531531531531531432e+00,9.889730036424894399e-02,-3.143219689652582693e-01
1.541541541541541438e+00,1.301364529297071027e-01,8.091019071699095955e-02
1.551551551551551444e+00,1.612469193051519756e-01,-1.704922238759017106e-01
1.561561561561561451e+00,1.921979357245719444e-01,7.555158967778254908e-01
1.571571571571571457e+00,2.229588960949765164e-01,-3.170068580867351216e-01
1.581581581581581464e+00,2.534993822614043379e-01,-3.202349439441468659e-01
1.591591591591591470e+00,2.837891940860967077e-01,6.487917171387969084e-02
1.601601601601601477e+00,3.137983793120779352e-01,6.478215396592548747e-02
1.611611611611611705e+00,3.434972631816236022e-01,1.308263290090116548e+00
1.621621621621621712e+00,3.728564777803083929e-01,8.475668812431887966e-01
1.631631631631631718e+00,4.018469910776512055e-01,4.456226117702466460e-01
1.641641641641641725e+00,4.304401356355984087e-01,-1.822776237794855869e-01
1.651651651651651731e+00,4.586076369564905941e-01,8.807891251572641522e-01
1.661661661661661737e+00,4.863216414424667011e-01,-1.378603225231567198e-02
1.671671671671671744e+00,5.135547439386518587e-01,-2.588308044501539396e-01
1.681681681681681750e+00,5.402800148329066632e-01,1.134294911009057660e+00
1.691691691691691757e+00,5.664710266853337783e-01,7.249423326477586471e-01
1.701701701701701763e+00,5.921018803612012604e-01,1.052531292251610795e+00
1.711711711711711770e+00,6.171472306414554909e-01,7.765110571129660855e-01
1.721721721721721776e+00,6.415823112854881494e-01,1.069997617236833731e+00
1.731731731731731783e+00,6.653829595213793802e-01,3.398701628713059475e-01
1.741741741741741789e+00,6.885256399393924198e-01,1.714042190471600779e-01
1.751751751751751796e+00,7.109874677651020214e-01,1.051784726905915512e+00
1.761761761761761802e+00,7.327462314891397543e-01,3.310413994022192163e-01
1.771771771771771808e+00,7.537804148311696428e-01,4.090055259560693712e-01
1.781781781781781815e+00,7.740692180163903924e-01,5.463029662577187917e-01
1.791791791791791821e+00,7.935925783435148206e-01,8.023321578560431711e-01
1.801801801801801828e+00,8.123311900238859851e-01,6.353342343971439821e-01
1.811811811811811834e+00,8.302665232721204713e-01,1.427908765631110688e-01
1.821821821821821841e+00,8.473808426293960583e-01,5.255716412129507464e-01
1.831831831831831847e+00,8.636572245012605897e-01,-2.480443516109527291e-01
1.841841841841841854e+00,8.790795738926285852e-01,1.191695299406222208e+00
1.851851851851851860e+00,8.936326403234121640e-01,9.260381252003835328e-02
1.861861861861861867e+00,9.073020329090443203e-01,3.551103631948190342e-01
1.871871871871871873e+00,9.200742345909910247e-01,9.461567742214782584e-01
1.881881881881881879e+00,9.319366155031737486e-01,5.621551173075171048e-01
1.891891891891891886e+00,9.428774454610840960e-01,1.714384743164452107e+00
1.901901901901901892e+00,9.528859055612468598e-01,3.064574506995225711e-01
1.911911911911911899e+00,9.619520988795546845e-01,1.095477533554146232e+00
1.921921921921921905e+00,9.700670602579006818e-01,9.504256511441528943e-01
1.931931931931931912e+00,9.772227651694256334e-01,3.931760162988269247e-01
1.941941941941941918e+00,9.834121376536185677e-01,1.245050467919495363e+00
1.951951951951951925e+00,9.886290573134226545e-01,9.028558917022986297e-01
1.961961961961961931e+00,9.928683653674237330e-01,1.378763640974257410e+00
1.971971971971971938e+00,9.961258697511429228e-01,1.407877946733008701e+00
1.981981981981981944e+00,9.983983492623830225e-01,2.080016323902727837e+00
1.991991991991991950e+00,9.996835567465337524e-01,1.667947531464729849e+00
2.002002002002002179e+00,9.999802213186832489e-01,8.153893023474614310e-01
2.012012012012012185e+00,9.992880496203400131e-01,8.795984608323768050e-01
2.022022022022022192e+00,9.976077261095225301e-01,1.547437524053079105e+00
2.032032032032032198e+00,9.949409123839287883e-01,1.322572777745227635e+00
2.042042042042042205e+00,9.912902455378553856e-01,1.311356008586651356e+00
2.052052052052052211e+00,9.866593355544919230e-01,1.781813133990747255e-01
2.062062062062062218e+00,9.810527617361680663e-01,9.688896995367002329e-01
2.072072072072072224e+00,9.744760681760831211e-01,6.054606135732387706e-01
2.082082082082082231e+00,9.669357582759982028e-01,1.106898057797617296e+00
2.092092092092092237e+00,9.584392883153086684e-01,9.093640934938297393e-01
2.102102102102102243e+00,9.489950600778587209e-01,1.404084514124154692e+00
2.112112112112112250e+00,9.386124125437891319e-01,1.097221520139440187e+00
2.122122122122122256e+00,9.273016126546324012e-01,1.320465593709120533e+00
2.132132132132132263e+00,9.150738451607860480e-01,6.818642967928145726e-01
2.142142142142142269e+00,9.019412015614094447e-01,4.297180736022842562e-01
2.152152152152152276e+00,8.879166681476731160e-01,6.828918215463988250e-01
2.162162162162162282e+00,8.730141131611881544e-01,8.645039062304679112e-01
2.172172172172172289e+00,8.572482730803167028e-01,1.046824140857857577e+00
2.182182182182182295e+00,8.406347380479183284e-01,1.970289213393344507e+00
2.192192192192192302e+00,8.231899364549453146e-01,8.020613606246239646e-01
2.202202202202202308e+00,8.049311186951346730e-01,3.269586184487461855e-01
2.212212212212212314e+00,7.858763401068545873e-01,6.128854522571614005e-01
2.222222222222222321e+00,7.660444431189781245e-01,5.342464557959309968e-01
2.232232232232232327e+00,7.454550386184360944e-01,9.861957755051671271e-01
2.242242242242242334e+00,7.241284865578799801e-01,-4.627002066443242079e-02
2.252252252252252340e+00,7.020858758226227181e-01,7.337168729227885322e-01
2.262262262262262347e+00,6.793490033767697334e-01,7.576022723594575403e-01
2.272272272272272353e+00,6.559403527091673958e-01,7.720308708093053252e-01
2.282282282282282360e+00,6.318830716004724124e-01,3.332250371177910564e-01
2.292292292292292366e+00,6.072009492333317882e-01,4.882400843653282863e-01
2.302302302302302373e+00,5.819183926683149100e-01,-1.301120618229508752e-01
2.312312312312312379e+00,5.560604027088479340e-01,3.094004610277508727e-01
2.322322322322322385e+00,5.296525491790206042e-01,2.582218111706617303e-01
2.332332332332332392e+00,5.027209456387216058e-01,7.107459687694344108e-01
2.342342342342342398e+00,4.752922235610904100e-01,-1.027989923498659475e-01
2.352352352352352405e+00,4.473935059978271234e-01,8.379925568528238111e-01
2.362362362362362411e+00,4.190523807584098925e-01,1.166294653004094295e+00
2.372372372372372418e+00,3.902968731297252192e-01,-6.446956393770411076e-01
2.382382382382382424e+00,3.611554181631014826e-01,5.742847835521519562e-01
2.392392392392392431e+00,3.316568325561390917e-01,6.701108500712618099e-01
2.402402402402402437e+00,3.018302861571565687e-01,-1.688822661895794663e-02
2.412412412412412444e+00,2.717052731204129823e-01,7.306936595601415396e-02
2.422422422422422450e+00,2.413115827406394076e-01,1.748712939471616101e-01
2.432432432432432456e+00,2.106792699957262260e-01,6.178383029486206324e-02
2.442442442442442463e+00,1.798386258266803372e-01,2.533214130311922663e-02
2.452452452452452469e+00,1.488201471842492407e-01,-6.891817559807391635e-01
2.462462462462462476e+00,1.176545068718385517e-01,6.938202892633985597e-01
2.472472472472472482e+00,8.637252321452898451e-02,6.261818192329395849e-01
2.482482482482482489e+00,5.500512958419340875e-02,-3.516770000179080258e-01
2.492492492492492495e+00,2.358334381085696457e-02,-7.096288200904000698e-01
2.502502502502502502e+00,-7.861762489467533782e-03,2.526706757369117651e-01
2.512512512512512508e+00,-3.929909464013090631e-02,-3.271930795466639896e-01
2.522522522522522515e+00,-7.069756565199451781e-02,2.790160083953191483e-04
2.532532532532532521e+00,-1.020261269639833324e-01,-2.616903355365309269e-01
2.542542542542542527e+00,-1.332537991456392013e-01,2.125155763894540917e-01
2.552552552552552534e+00,-1.643497025313050419e-01,1.830248692966979229e-01
2.562562562562562540e+00,-1.952830877556691880e-01,-5.580817769874613088e-01
2.572572572572572547e+00,-2.260233661604484912e-01,-9.177053438579761968e-01
2.582582582582582553e+00,-2.565401400421647438e-01,-1.048009338709705585e+00
2.592592592592592560e+00,-2.868032327110902058e-01,1.838645684251238865e-02
2.602602602602602566e+00,-3.167827183316429540e-01,-9.112123472236574040e-01
2.612612612612612573e+00,-3.464489515147223253e-01,-5.998571286640661526e-01
2.622622622622622579e+00,-3.757725966327312705e-01,-6.739296158579852758e-01
2.632632632632632586e+00,-4.047246568282728552e-01,-4.310083049630459850e-01
2.642642642642642592e+00,-4.332765026878681036e-01,-1.401416405611121574e+00
2.652652652652652598e+00,-4.613999005523169994e-01,-3.670106021554027098e-01
2.662662662662662605e+00,-4.890670404357169154e-01,-2.271215285186141131e-01
2.672672672672672611e+00,-5.162505635255290048e-01,-4.720395200031983207e-01
2.682682682682682618e+00,-5.429235892364983052e-01,-6.983666750857341343e-01
2.692692692692692624e+00,-5.690597417916830603e-01,-5.203596586572913907e-01
2.702702702702702631e+00,-5.946331763042860263e-01,-3.951100034842209285e-01
2.712712712712712637e+00,-6.196186043345284222e-01,-2.005914982547853498e+00
2.722722722722722644e+00,-6.439913188962682611e-01,3.339648352290788269e-01
2.732732732732732650e+00,-6.677272188886486104e-01,-4.726805575446854091e-01
2.742742742742742657e+00,-6.908028329286098890e-01,-1.017007124122119910e+00
2.752752752752752663e+00,-7.131953425607093777e-01,-9.086720301545099243e-01
2.762762762762762669e+00,-7.348826048212753204e-01,-4.880117161466810960e-01
2.772772772772772676e+00,-7.558431741346116617e-01,-8.138951436517949389e-01
2.782782782782782682e+00,-7.760563235195787612e-01,-1.791398557410325942e+00
2.792792792792792689e+00,-7.955020650855898490e-01,2.367443655940698610e-01
2.802802802802802695e+00,-8.141611697977518824e-01,-8.694314984139881464e-01
2.812812812812812702e+00,-8.320151864916128792e-01,-3.219288306337130257e-01
2.822822822822822708e+00,-8.490464601186973326e-01,-1.195071384010892857e+00
2.832832832832832715e+00,-8.652381492048079048e-01,-9.704962208190903716e-02
2.842842842842842721e+00,-8.805742425038144416e-01,-7.374023980576747128e-01
2.852852852852852727e+00,-8.950395748304678101e-01,-5.906176575927424288e-01
2.862862862862862734e+00,-9.086198420565819722e-01,-1.431246525130059233e+00
2.872872872872872740e+00,-9.213016152557534921e-01,-3.157289704144030651e-01
2.882882882882882747e+00,-9.330723539826368818e-01,-5.881632717152427414e-01
2.892892892892892753e+00,-9.439204186736326330e-01,-2.929973038911334315e-01
2.902902902902902760e+00,-9.538350821567401772e-01,-1.267878861977529636e+00
2.912912912912912766e+00,-9.628065402591842181e-01,-1.203320099489578077e+00
2.922922922922922773e+00,-9.708259215023276045e-01,1.811324273396432982e-01
2.932932932932932779e+00,-9.778852958742847434e-01,-1.507893207235058375e+00
2.942942942942942786e+00,-9.839776826715612712e-01,-1.051952533010721780e+00
2.952952952952952792e+00,-9.890970574019611883e-01,-4.206513761006135388e-01
2.962962962962962798e+00,-9.932383577419429121e-01,-9.443758738845151601e-01
2.972972972972972805e+00,-9.963974885425264105e-01,-7.049206486658796678e-01
2.982982982982982811e+00,-9.985713258788059266e-01,-1.198295840510243515e+00
2.992992992992992818e+00,-9.997577201390606128e-01,-8.147297762153011824e-01
3.003003003003002824e+00,-9.999554981504109596e-01,-1.653218924018069247e+00
3.013013013013012831e+00,-9.991644643389178126e-01,-1.700991245298237864e-01
3.023023023023022837e+00,-9.973854009229762285e-01,-1.056467423487261081e+00
3.033033033033032844e+00,-9.946200671398149895e-01,-1.334709169138240226e+00
3.043043043043042850e+00,-9.908711975058637211e-01,-6.576796564899065611e-01
3.053053053053052857e+00,-9.861424991127114570e-01,-1.216502392806988020e+00
3.063063063063062863e+00,-9.804386479613270700e-01,-1.647567883662703903e+00
3.073073073073072869e+00,-9.737652843381671142e-01,-1.647124037236944893e+00
3.083083083083082876e+00,-9.661290072377483051e-01,-6.192424308926820498e-01
3.093093093093092882e+00,-9.575373678371911224e-01,-1.037324086910324628e+00
3.103103103103102889e+00,-9.479988620291955881e-01,-1.014849641863415197e+00
3.113113113113112895e+00,-9.375229220208275427e-01,-3.986510190326961744e-01
3.123123123123122902e+00,-9.261199070064266570e-01,-1.489532811384798539e+00
3.133133133133132908e+00,-9.138010929238539193e-01,-1.279139969356266393e+00
3.143143143143142915e+00,-9.005786613042189304e-01,-1.093018565894856575e+00
3.153153153153152921e+00,-8.864656872260991971e-01,-8.392898925675621458e-01
3.163163163163162928e+00,-8.714761263861727780e-01,-8.925618520314622106e-01
3.173173173173172934e+00,-8.556248012990469443e-01,-9.990683974940007817e-01
3.183183183183182940e+00,-8.389273866399274970e-01,-8.697405876877511988e-01
3.193193193193192947e+00,-8.214003937446262560e-01,-8.750530318902135507e-01
3.203203203203202953e+00,-8.030611542822265747e-01,-1.162863348558123011e+00
3.213213213213213404e+00,-7.839278031165654026e-01,-1.190424297393604114e+00
3.223223223223223410e+00,-7.640192603734687893e-01,-6.267610815114990075e-01
3.233233233233233417e+00,-7.433552127314693170e-01,-1.188812754229233271e+00
3.243243243243243423e+00,-7.219560939545247580e-01,-1.300633723549951437e+00
3.253253253253253430e+00,-6.998430646859654658e-01,-8.559891902488121485e-01
3.263263263263263436e+00,-6.770379915236762747e-01,-7.558714996055841961e-01
3.273273273273273443e+00,-6.535634253971789320e-01,4.747983232519257246e-01
3.283283283283283449e+00,-6.294425792680153897e-01,-9.817927171961322586e-01
3.293293293293293456e+00,-6.046993051754746551e-01,-1.330689426907272765e-01
3.303303303303303462e+00,-5.793580706503674849e-01,-2.057639035480515743e-01
3.313313313313313468e+00,-5.534439345201587201e-01,-1.147916412122026664e+00
